agency,description,name,price
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,400'}",4439 N Outrider Ct Prescott Valley 8,"$299,000"
Realty One Group Mt Desert,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,392'}",4841 N Noel Dr Prescott Valley 4,"$429,000"
Realty Executives Az Territory,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,995'}",9845 N Heartland Rd Legend Hills,"$1,199,999"
"Kooiman Realty, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,518'}",4480 N Lodgepole Ct Prescott Valley Unit 20,"$529,900"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,145'}",4751 N Socorro Dr Prescott Valley Unit 20 Amd,"$235,000"
Mandalay Homes Realty Llc,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,708'}",5759 E Cannon Place Jasper,"$824,990"
RE/MAX Professionals,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,620'}",11873 N Hickory Dr Prescott Prairie,"$850,000"
Better Homes And Gardens Real Estate Bloomtree Realty,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,927'}",8703 N Lightning Ct Pronghorn Ranch 18,"$575,000"
Evermore Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,148'}",13577 E Remington Morningstar Mingus West Subdivision 5,"$611,077"
"Opendoor Brokerage, Llc","{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,483'}",6670 E Mayflower Ln Granville 1,"$601,000"
Mingus Mountain Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,442'}",2879 N Queen St Castle Canyon Mesa 2,"$299,000"
Capstone Homes Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,501'}",4651 N Justin Dr Jasper Phase 1,"$1,028,858"
Walt Danley Local Luxury Christie's International Real Estate,"{'Beds': '9', 'Baths': '10', 'Sq.Ft.': '8,504'}",4450 N 54th St Royal Terrace Amd,"$10,000,000"
Urban Luxe Real Estate,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '7,828'}",4743 N 54th St Highlands,"$9,200,000"
Realty One Group,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '7,610'}",5250 N 21st St West Bartlett Estates Lot 9-24,"$8,250,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '7,100'}",4836 E White Gates Dr Red Rock,"$7,999,000"
Griggs's Group Powered By The Altman Brothers,"{'Beds': '6', 'Baths': '10', 'Sq.Ft.': '8,225'}",341 E Monte Vista Rd Los Olivos Resub,"$7,995,000"
Homesmart,"{'Beds': '6', 'Baths': '7', 'Sq.Ft.': '6,508'}",5143 E Exeter Blvd Del Ray Estates 6,"$7,950,000"
"Colonial Realty, Llc","{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,879'}",7408 S 27th Ave Legal Description,"$7,500,000"
Jeff Polett Realty Company,"{'Beds': '7', 'Baths': '10', 'Sq.Ft.': '13,366'}",15 Biltmore Estates Dr Squaw Peak Vista Amd,"$7,500,000"
Revana Realty,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '10,519'}",5400 E Valle Vista Rd #6 Copeland Hill 2,"$7,500,000"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,710'}",4645 N 56th St El Oeste Estates Lot 1,"$7,295,000"
Cambridge Properties,"{'Beds': '6', 'Baths': '8', 'Sq.Ft.': '10,393'}",42 Biltmore Estates Biltmore Estates,"$6,995,000"
Retsy,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '5,818'}",4220 N 57th Place Arcadia,"$6,975,000"
RE/MAX Fine Properties,"{'Beds': '5', 'Baths': '8', 'Sq.Ft.': '13,972'}",8035 W Expedition Way Casa De Sunrise,"$5,775,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '4,483'}",30505 N Sage Dr Blackstone At Vistancia,"$2,900,000"
Homesmart,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '5,606'}",30556 N Sage Dr Blackstone At Vistancia,"$2,895,000"
Engel & Voelkers Scottsdale,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,925'}",9762 W Jj Ranch Rd Melton Ranch 2,"$2,799,000"
Lake Pleasant Real Estate,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '5,486'}",12071 W Palo Brea Ln Blackstone At Vistancia,"$2,775,000"
Homesmart,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '8,500'}",23523 N 79th Ave  ,"$2,750,000"
RE/MAX Professionals,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '5,250'}",8360 W Park View Ct Summit At Sunrise Mountain,"$2,500,000"
"W And Partners, Llc","{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,718'}",24295 N 99th Ln Melton Ranch 1,"$2,399,000"
Retsy,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,238'}",13851 N 74th Ave Tramonto Bello,"$1,988,888"
RE/MAX Fine Properties,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,391'}",22735 N 91st Dr Meadows Parcels 1 And 3 Phase 2,"$1,899,000"
Lake Pleasant Real Estate,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,835'}",12580 W Tyler Trl Blackstone At Vistancia,"$1,825,000"
West Usa Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,836'}",31010 N 117th Dr Dr Blackstone At Vistancia,"$1,799,000"
Realty Executives Arizona Territory,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '870'}",3442 E Colcord Rd Gordon Canyon,"$3,490,000"
Realty Executives,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,720'}",3111 E Indian Ruin -- The Rim Golf Club,"$2,499,000"
Coldwell Banker Bishop Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,795'}",228 White Dr Unsubdivided,"$2,300,000"
RE/MAX Fine Properties,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '5,934'}",2910 E Chuparosa Circle Chaparral Pines Phase 1,"$2,245,000"
Coldwell Banker Bishop Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,636'}",305 S Genius Loci -- The Rim Golf Club Phase 1,"$2,150,000"
Delex Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft. Lot': '19,166'}",2403 E Grapevine Dr Chaparral Pines,"$2,000,000"
Long Realty Uptown,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,743'}",314 S Genius Loci -- Rim Golf Club Phase 1,"$1,995,000"
Exp Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,379'}",4678 N Bear Flat Rd Bear Flat,"$1,950,000"
Integra Homes And Land,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '4,504'}",523 N Grapevine Dr Chaparral Pines Phase 2,"$1,795,000"
Williams Luxury Homes,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,803'}",2800 E Golden Rod Circle Chaparral Pines Phase 1,"$1,795,000"
Realty Executives,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,086'}","273 E Highline Dr Knolls Unit One, Plat 636","$1,695,000"
Realty One Group,"{'Beds': '3', 'Baths': '5', 'Sq.Ft.': '4,691'}",193 S Union Park Dr The Knolls 3,"$1,500,000"
American National Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,400'}",5950 W Table Mesa Rd Not Subdivided,"$7,250,000"
Dominion Group Properties,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,958'}",43211 N 16th St Unincorporated,"$950,000"
Coldwell Banker Realty,"{'Beds': '6', 'Baths': '5', 'Sq.Ft. Lot': '49,484'}",42811 N 11th Ave New River,"$949,000"
Homesmart,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,464'}",1820 E Gaffney Rd Will Provide In Escrow,"$919,995"
The Firm Re,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,408'}",4829 W Cavalry Rd Anthem Unit 81B,"$915,000"
Success One Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,496'}",127 E Sabrosa Dr Sabrosa 1,"$899,500"
Jason Mitchell Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,446'}",43508 N 3rd Ave New River,"$850,000"
Keller Williams Arizona Realty,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '3,707'}",42706 N 45th Dr Anthem West Unit 2,"$799,700"
Realty One Group,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,648'}",45010 N 20th St  ,"$795,000"
Homesmart,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,286'}",44321 N 11th St  ,"$765,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,546'}",48016 N 16th Ln N2 Sw4 Nw4 Ne4 Sw4 Sec 30 T7n R3e,"$719,900"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,496'}",47706 N 24th Ln Metes And Bounds,"$709,000"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,456'}",182 Gompers Circle Circle City,"$240,000"
Platinum Living Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,800'}",48807 N 287th Dr  ,"$675,000"
Western Az Ranch & Real Estate Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,488'}",21033 W Carlise Rd Metes & Bounds,"$1,100,000"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,801'}",25229 W Rockaway Hills Rd Meets And Bounds,"$505,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,456'}",41225 N 253rd Ave  ,"$685,000"
Homesmart,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '4,247'}",44105 N Us Hwy 60 -- Metes And Bounds,"$798,900"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,965'}",48905 N 288th Ave Skip-In-Ranch Pt Nw4 Ne4,"$998,000"
Century 21 Arizona West,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,441'}",42424 W Grand Ave  ,"$199,999"
Keller Williams Realty Professional Partners,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,226'}",372 Peretz Circle Circle City,"$290,000"
Property Hub Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,380'}",522 W Claessens Dr Circle City,"$250,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,875'}",38127 N 251st Ave  ,"$575,000"
Century 21 Arizona West,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,740'}","37818 N 251st Ave Metes & Bounds, 2.48 Ac","$599,000"
Prosmart Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,188'}",2074 Thousand Pines Dr Timberlake Pines Unit 1,"$349,000"
RE/MAX Fine Properties,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,125'}",2150 Wildflower Rd Buckskin Acres Unit 3,"$318,000"
Diane Dahlin's Pine Rim Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '980'}",2931 Breezy Pine Dr Pine Rim Forest,"$249,000"
Realty Executives Arizona Territory,"{'Beds': '1', 'Baths': '2', 'Sq.Ft.': '540'}",2383 Quarter Horse Trl #209 Bison Ranch Resort Suites Phase 1,"$123,950"
Diane Dahlin's Pine Rim Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '800'}",2415 Quarter Horse Trl #219 Bison Ranch,"$155,000"
Visionary Properties,"{'Beds': '1', 'Baths': '2', 'Sq.Ft.': '944'}",3357 Rim Lakes Dr Timberlake Pines Unit 1,"$229,900"
Diane Dahlin's Pine Rim Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '754'}",3575 Winchester Rd Timberlake Pines 5,"$324,900"
"West Valley Real Estate, Inc.","{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '250'}",2167 Hashknife Dr Zane Grey Mobile Home Estates Unit 1,"$120,000"
Denmar Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '888'}",2068 Pinehaven Ln Holiday Forest,"$250,000"
"Home Again Arizona, Real Estate And Property Management","{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '398'}",2206 Wrangler Way Pinecrest Lake,"$175,000"
Signature Premier Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,317'}",2188 S Woods Dr Buckskin Mobile Homesites,"$219,000"
Skyline Canyon Realty,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '1,511'}",2276 Lindbergh Rd Mogollon Air Park Unit 2,"$485,000"
Code Of The West Realty,"{'Beds': '5', 'Baths': '2 F 1 3/4', 'Sq.Ft.': '3,200'}",8055 S Breezy Pine Rd Breezy Pine Acres,"$589,000"
Realty One Group Mt Desert,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,431'}",17442 E Bob White Rd Spring Valley 2,"$285,000"
Homesmart,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '980'}",16112 S Angus Circle Cordes Lakes Unit 4,"$326,000"
Code Of The West Realty,"{'Beds': '4', 'Baths': '1 F 2 3/4', 'Sq.Ft.': '2,321'}",11125 S State Route 69 None.,"$599,777"
Exp Realty Llc-Main,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '981'}",20565 E Prickly Pear Dr Cordes Lakes Unit 8,"$149,900"
RE/MAX Mountain Properties,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '669'}",13131 E Railroad Ave Mayer Townsite 1916,"$215,000"
West Usa Realty Of Prescott,"{'Beds': '2', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,057'}",15525 S Rolling Ridge Dr Cordes Lakes Unit 8,"$247,000"
My Home Group Real Estate,"{'Beds': '2', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,249'}",20819 E Mingus Dr Cordes Lakes Unit 8,"$245,000"
Keller Williams Arizona Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,051'}",20598 E Fremont Dr Cordes Lakes Unit #5,"$175,000"
Realty One Group Mt Desert,"{'Beds': '2', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,145'}",20527 E Mingus Dr Cordes Lakes Unit 8,"$249,000"
Hague Partners,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,017'}",19980 E Horseshoe Ln Cordes Lakes Unit 6,"$230,000"
Cma Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,281'}",20161 E Horseshoe Ln Cordes Lakes Unit 8,"$245,000"
Winn Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,513'}",2375 W Sherry Dr S30 T18n R2w,"$335,095"
Better Homes And Gardens Real Estate Bloomtree Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,417'}",22350 N Sunny Ln Sunshine Acres,"$399,999"
Statewide Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,834'}",25855 N Matli Ln Wineglass Acres Unit 2,"$750,000"
Keller Williams Arizona Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,200'}",24185 N Kyoto Ave Holiday Lake Estates,"$249,000"
Realty One Group Mtn Desert,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '673'}",25405 N Cedar Dr Antelope Lakes Unit 2,"$200,000"
Better Homes And Gardens Real Estate Bloomtree Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,118'}",235 W Granada Dr Holiday Lake Estates,"$260,000"
Realty One Group Mt Desert,"{'Beds': '2', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '841'}",975 W Valleri Ann Rd Antelope Lakes Unit 5,"$289,000"
RE/MAX Excalibur,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,527'}",1408 W Brand Iron Rd Ranchland Estates Ranch A,"$359,000"
Berkshire Hathaway Homeservice,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,493'}",26183 N Sterling Way  ,"$339,000"
Realty One Group Mt Desert,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,952'}",24300 N Big Springs Ranch Rd  ,"$419,900"
Realty One Group Mt Desert,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,849'}",26774 N Bonita Vista Ct  ,"$585,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,608'}",25784 N Riesling Ln  ,"$410,000"
Network Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,956'}",12275 N Hidden Valley Rd Bk-10 Surveys Pg-297,"$795,000"
Southwest Property Sales & Leasing,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,555'}",40698 W Hall Dr The Lakes At Rancho El Dorado,"$675,000"
My Home Group Real Estate,"{'Beds': '6', 'Baths': '3', 'Sq.Ft.': '3,930'}",44559 W High Desert Trl Cobblestone Farms Parcel III,"$650,000"
RE/MAX Alliance Group,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '4,663'}",44572 W Granite Dr Cobblestone Farms Parcel II,"$649,990"
Richmond American Homes,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,640'}",40532 W Desert Fairways Dr Rancho El Dorado Phase III Parcel 43/48,"$619,995"
Richmond American Homes,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,580'}",22303 N Daniel Dr Rancho El Dorado Phase III Parcel 43/48,"$614,995"
Moxie Real Estate,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '4,019'}",44568 W Granite Dr Cobblestone Farms Parcel II,"$609,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,626'}",20286 N Valencia Dr Tortosa Nw Parcel 9,"$600,000"
Realty One Group,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,528'}",20581 N Enchantment Pass Province Parcel 5B,"$599,999"
Richmond American Homes,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,580'}",22361 N Daniel Dr Rancho El Dorado Phase III Parcel 43/48,"$599,995"
The Maricopa Real Estate Co,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,378'}",20727 N La Entrada Rd Hidden Valley,"$599,900"
West Usa Realty,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,553'}",21210 N Festival Ln Province Parcel 3 2015053756,"$595,000"
Realty One Group,"{'Beds': '13', 'Baths': '16', 'Sq.Ft.': '40,000'}",3627 E Bethany Home Rd Palo Cristi Estates,"$75,000,000"
Walt Danley Local Luxury Christie's International Real Estate,"{'Beds': '6', 'Baths': '9', 'Sq.Ft.': '16,906'}",5719 E Starlight Way Camel Dale Properties,"$50,000,000"
Walt Danley Local Luxury Christie's International Real Estate,"{'Beds': '6', 'Baths': '14', 'Sq.Ft.': '23,417'}",5738 N Casa Blanca Dr Town Of Paradise Valley,"$40,000,000"
Realty One Group,"{'Beds': '8', 'Baths': '12', 'Sq.Ft.': '15,516'}",5724 E Mockingbird Ln Mummy Mountain Estates 1-8 Trs A & B,"$29,888,888"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '8', 'Baths': '10', 'Sq.Ft.': '16,000'}",7620 N Red Ledge Dr Clearwater Hills 2 Lot 202,"$29,000,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '11,500'}",7540 N Red Ledge Dr Clearwater Hills 2- Lot 205,"$21,000,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '11', 'Sq.Ft.': '16,809'}",8100 N 68th St Camelback Country Club Estates,"$20,000,000"
Realty One Group,"{'Beds': '8', 'Baths': '10', 'Sq.Ft.': '16,035'}",6240 N 59th Place Tilyou Ranchito,"$20,000,000"
"Bespoke Real Estate, Llc","{'Beds': '4', 'Baths': '7', 'Sq.Ft.': '7,989'}",4301 E Upper Ridge Way Clearwater Hills,"$19,950,000"
Silverleaf Realty,"{'Beds': '6', 'Baths': '8', 'Sq.Ft. Lot': '145,552'}","7835 N Ironwood Dr Mummy Mt Park Lots 32-40, 74-91 & Tr A","$19,950,000"
North&co.,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '10,896'}",6001 N 37th Place Stanford Court Lot 1-10,"$19,500,000"
Retsy,"{'Beds': '6', 'Baths': '8', 'Sq.Ft.': '11,965'}",6109 E Maverick Rd #6 Silver Sky,"$18,495,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '5,241'}",19151 E Vallejo St Saddlewood Estates,"$2,250,000"
Century 21 Arizona Foothills,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '5,313'}",19025 E Vallejo St Saddlewood Estates,"$2,150,000"
"W And Partners, Llc","{'Beds': '6', 'Baths': '5', 'Sq.Ft.': '6,206'}",18526 E Cloud Rd Ranchos Jardines Unit 2-A,"$2,100,000"
"Isham Real Estate Group, Llc","{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,898'}",19896 E Vallejo St Whitewing At Whisper Ranch,"$2,095,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '5,056'}",20712 E Sunset Dr Pecans,"$1,999,000"
Stratton Vantage Property Management,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '3,628'}",10803 W Dove Roost Rd Santo Vallarta,"$1,998,000"
Homesmart Success,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,575'}",21640 S Hawes Rd  ,"$1,990,000"
Toll Brothers Real Estate,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,907'}",19952 E Melissa Place Whitewing At Whisper Ranch,"$1,949,995"
Toll Brothers Real Estate,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '5,576'}",24430 S 196th Place Sonoqui Creek Village,"$1,889,995"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,269'}",19727 E Vallejo St Whitewing At Whisper Ranch,"$1,795,000"
Exp Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,991'}",20646 E Superstition Dr Ellsworth Suburban,"$1,790,000"
Blocks Brokerage Llc,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,002'}",19983 E Alamosa Dr La Jara Farms,"$1,700,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,897'}",22765 N Rayo De Sol Ct S16 T4s R14e,"$750,000"
Hague Partners,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,757'}",345 W Essex Rd Kearny Subdivision No 1,"$215,000"
Desert Mountain Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,429'}",429 W Fairhaven Rd Kearny Subdivision No 4,"$159,900"
Desert Mountain Realty,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '864'}",436 W Jamestown Rd Kearny Subdivision No 3,"$130,000"
Just Selling Az,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '912'}",316 W Greenwich Rd Kearny Subdivision No 1,"$129,900"
Keller Williams Realty Phoenix,"{'Beds': '4', 'Baths': '5', 'Sq.Ft. Lot': '149,702'}",20107 W Medlock Dr Beautiful Arizona Estates Sub,"$2,200,000"
Arizona Property Management,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '6,305'}",18318 W Solano Ct Cottonwood Estates,"$1,490,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,743'}",18222 W Palo Verde Ct Russell Ranch Phase 3 Replat,"$1,489,000"
Homesmart,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,735'}",140 E Bird Ln Litchfield Park Subdivision No. 11 Unit 1,"$1,350,000"
Coldwell Banker Realty,"{'Beds': '6', 'Baths': '3', 'Sq.Ft.': '3,561'}",1145 E Acacia Circle Litchfield Park Sub 19,"$1,350,000"
Keller Williams Realty Phoenix,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,174'}",18711 W Catalina Dr Metes And Bounds,"$1,270,000"
Realty One Group,"{'Beds': '8', 'Baths': '4', 'Sq.Ft.': '3,932'}",7702 N Alsup Rd Meets & Bounds,"$1,200,000"
On Q Property Management,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,772'}",19612 W Georgia Ave Beautiful Arizona Estates Sub,"$1,199,000"
Southwest Preferred Properties,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,897'}",13123 W Denton St Dreaming Summit Unit 3A,"$1,119,000"
Homesmart,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,572'}",4914 N Valley Glen Litchfield Greens Lot 1-282 Tr 1-6,"$1,100,000"
"Offerpad Brokerage, Llc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,532'}",18005 W San Miguel Ave Russell Ranch Phase 2,"$1,100,000"
West Usa Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,011'}",4633 N 127th Dr Wigwam Creek South Parcels 3 & 4,"$1,000,000"
Keller Williams Realty Phoenix,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,470'}",5731 E Calle Mexico -- East Guadalupe,"$399,500"
Exzel Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,150'}",8047 S Calle Bella Vista Solares Add,"$320,000"
Az Flat Fee,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,136'}",8046 S Calle Azteca -- Solares Addition To Guadalupe,"$290,000"
Planet Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '806'}",5437 E Calle Encinas -- Sonorita Mcr,"$180,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '8,000'}",7646 E Hidden Canyon St Hidden Canyon At Las Sendas,"$7,000,000"
Keller Williams Realty Phoenix,"{'Beds': '7', 'Baths': '10', 'Sq.Ft.': '14,322'}",1550 N 40th St #14 Citrus Manor,"$5,399,000"
"Louis L. Turner Commercial Investments, Inc.","{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '6,445'}",3542 N Crystal Peak Circle Granite Mountain At Las Sendas,"$3,895,000"
Keller Williams Integrity First,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '5,451'}",3648 N Sky Point Circle Mountain Estates At Las Sendas,"$3,825,000"
Realty One Group,"{'Beds': '6', 'Baths': '7', 'Sq.Ft.': '4,814'}",3655 N Hawes Rd Mountain Estates At Las Sendas,"$3,500,000"
Realty One Group,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '6,100'}",8535 E Regina Circle Granite Mountain At Las Sendas,"$3,300,000"
Limitless Real Estate,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '7,371'}",3711 N Hawes Rd Mountain Estates At Las Sendas,"$2,990,000"
"W And Partners, Llc","{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,247'}",3230 E Kael St Estates At 32Nd Street,"$2,899,999"
Keller Williams Arizona Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '5,415'}",4208 N Via Cobre Circle Copper Canyon At Las Sendas Mountain,"$2,600,000"
